Kabupaten/Kota,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,jml_penduduk,pddk_laki,pddk_pr,luas_hutan,irigasi,nonirigasi,pddk_bekerja,df_air_bersih,NDVI,kelas_ndvi,bulan,tahun,Prediksi_Risiko_Model
Kabupaten Jember,21.91283541203727,30.14436121902814,25.71123220055752,84.33396857755862,407.547407771036,4.583853571700286,4.779238852897356,162.48109508658348,1.3962226215651334,C ,2536729.0,1264968.0,1271761.0,121912.0,120126.79166666666,3318.5972222222226,1249204.0,90.49,0.4610001077664877,2,2,2020,1
Kabupaten Jember,21.96560961492034,30.352919641599385,25.85117197866472,83.63966973654196,318.323158185084,4.76978473277573,4.024840163964694,143.26099706744867,1.3713808848359086,C ,2536729.0,1264968.0,1271761.0,121912.0,121063.08333333331,3391.694444444445,1249204.0,90.49,0.4427355382507734,2,3,2020,2
Kabupaten Jember,22.328919324168734,30.648215464864112,26.449157190154533,81.56103210183021,245.59902261782776,5.998732038418382,4.116435472247219,112.60606060606064,1.3811117177234025,C ,2536729.0,1264968.0,1271761.0,121912.0,121999.375,3464.791666666667,1249204.0,90.49,0.4493626625485383,2,4,2020,2
Kabupaten Jember,22.234601370524,30.147478206383365,26.329432902953613,82.45918169414908,205.0458877487084,5.749927617853109,4.0847984876510335,113.41204635243906,1.6101594853294403,C ,2536729.0,1264968.0,1271761.0,121912.0,122935.66666666666,3537.888888888889,1249204.0,90.49,0.4278456715487829,2,5,2020,2
Kabupaten Jember,20.74127115408714,29.958850247254222,25.76013344180901,78.76718410655651,34.590909090909065,7.011656375172786,4.452709225567016,110.62424242424234,1.838341176875811,C ,2536729.0,1264968.0,1271761.0,121912.0,123871.95833333331,3610.9861111111113,1249204.0,90.49,0.368891494880563,1,6,2020,1
Kabupaten Jember,20.50737143204836,29.51126961355628,25.331064083425712,77.42783259655077,57.67146106861149,7.432164339077216,4.4096921537264775,107.4593779234302,2.1435856937565,C ,2536729.0,1264968.0,1271761.0,121912.0,124808.25,3684.0833333333335,1249204.0,90.49,0.2222491716876047,1,7,2020,1
Kabupaten Jember,20.99392490946582,29.93330565527588,25.70203250096677,76.48280506187963,45.199750006419904,7.614967276471986,4.674229970512595,110.7338697190858,2.341762950105841,C ,2536729.0,1264968.0,1271761.0,121912.0,125744.54166666666,3757.180555555556,1249204.0,90.49,0.3033800910520755,1,8,2020,1
Kabupaten Jember,21.08870427850229,31.213245999926027,27.195507110466743,71.47897406894774,35.961455387519365,8.04228535345993,5.293694681176344,117.20719849739685,2.3037671673450864,C ,2536729.0,1264968.0,1271761.0,121912.0,126680.83333333331,3830.2777777777774,1249204.0,90.49,0.255284115606791,1,9,2020,1
Kabupaten Jember,21.68418207533044,31.09855084397439,26.99931994819355,75.59105278991638,123.6660693623622,6.6766171384450095,5.004473553511342,100.9741125218596,1.9836289565177183,C ,2536729.0,1264968.0,1271761.0,121912.0,127617.125,3903.375000000001,1249204.0,90.49,0.3901399101905209,1,10,2020,1
Kabupaten Jember,22.596360450793856,30.48975102500965,26.590644316551657,79.11553784801075,153.48514124312845,6.416175093283766,4.721244130203752,119.7939393939394,1.70487261044019,C ,2536729.0,1264968.0,1271761.0,121912.0,128553.41666666666,3976.472222222223,1249204.0,90.49,0.4092025550153765,1,11,2020,1
Kabupaten Jember,22.280740868267426,29.0038803616916,25.221263613319326,84.53258725901483,322.5271403888494,3.0302566812096208,4.971254203569407,162.81415060710452,1.4795427102470593,C ,2536729.0,1264968.0,1271761.0,121912.0,129489.70833333331,4049.569444444445,1249204.0,90.49,0.3178852993096148,1,12,2020,1
Kabupaten Jember,22.19347283686181,28.98270544140244,25.07157549675262,85.66579219907206,363.7707894260929,2.914481794016475,5.221875340490366,175.8067209879685,1.6401744102951643,C ,2550360.0,1271535.0,1278825.0,121793.25,130426.0,4122.666666666667,1270170.0,94.35,0.2343323607725488,1,1,2021,1
Kabupaten Jember,22.21571968409206,29.14505871197144,25.058960434776743,85.82689221119753,403.73771842845287,3.863991387327217,5.86678739498799,190.8569133382394,2.0631810776160773,C ,2550360.0,1271535.0,1278825.0,121793.25,131362.29166666666,4195.763888888889,1270170.0,94.35,0.3800874222266445,1,2,2021,1
Kabupaten Jember,21.95822638181728,29.46861754626886,25.13827386631696,84.77184130666731,339.8959539180303,4.35643443157921,4.74610716558106,165.9706744868035,1.3740187828516532,C ,2550360.0,1271535.0,1278825.0,121793.25,132298.5833333333,4268.861111111111,1270170.0,94.35,0.3924631343074544,1,3,2021,1
Kabupaten Jember,21.866693633877865,29.741245425924447,25.69653779303389,79.13210091138359,167.3432269962604,6.123827571816591,4.968408034101928,149.69227433237313,1.5486586966559923,C ,2550360.0,1271535.0,1278825.0,121793.25,133234.875,4341.958333333334,1270170.0,94.35,0.3640855475668414,1,4,2021,1
Kabupaten Jember,22.20159741393991,30.333947959795413,25.72466427702909,79.68386169162662,91.90909079951268,7.260311671217065,4.87580970217693,108.0893417375939,1.713396082751083,C ,2550360.0,1271535.0,1278825.0,121793.25,134171.16666666666,4415.055555555556,1270170.0,94.35,0.4247470486809279,2,5,2021,2
Kabupaten Jember,22.44887528967916,29.97802497687814,25.83861853877938,81.71217709220797,183.08905356061155,6.931921069428305,4.61105164584496,100.10956702797266,1.673462551286188,C ,2550360.0,1271535.0,1278825.0,121793.25,135107.4583333333,4488.152777777778,1270170.0,94.35,0.3821315486989096,1,6,2021,1
Kabupaten Jember,20.73540269821436,29.764057517293868,24.59190996123404,75.53958944281526,42.02282306332194,7.918056110687653,4.619077900032149,120.7845942011251,2.017198395525201,C ,2550360.0,1271535.0,1278825.0,121793.25,136043.75,4561.25,1270170.0,94.35,0.4727764992968631,2,7,2021,2
Kabupaten Jember,22.0529424298696,30.353843345243007,25.86879255771311,76.71984284643904,40.41045268297634,7.634103227274569,5.318061640703859,127.31783123061382,2.347987366472326,S ,2550360.0,1271535.0,1278825.0,121793.25,136980.04166666666,4634.347222222223,1270170.0,94.35,0.2842921206229037,1,8,2021,1
Kabupaten Jember,21.804609631339723,30.60301649535869,25.91419918924588,76.7919767814677,84.30000000000004,6.263324805782336,5.442750275373552,117.08916226465456,2.182012665982581,SW,2550360.0,1271535.0,1278825.0,121793.25,137916.3333333333,4707.444444444445,1270170.0,94.35,0.2585210309927072,1,9,2021,1
Kabupaten Jember,21.752663044255183,31.09362068053056,26.08923183527268,77.35963727237088,109.1272727272728,7.158575859274418,5.027043697177054,127.02320501635732,1.699100265451011,SW,2550360.0,1271535.0,1278825.0,121793.25,138852.625,4780.541666666667,1270170.0,94.35,0.2922562702744162,1,10,2021,1
Kabupaten Jember,21.54718039515673,29.166566859178268,25.33697010130729,84.34292266066052,372.2441797458213,3.9511109601006194,4.635225369323716,141.37575757575752,1.1702205151502345,C ,2550360.0,1271535.0,1278825.0,121793.25,139788.91666666666,4853.63888888889,1270170.0,94.35,0.2951274822473511,1,11,2021,1
Kabupaten Jember,21.360716037130988,29.905694873543023,25.9930351005335,82.19434335634088,305.99959633454915,4.931214827405824,5.1470482100839705,161.4368003050788,1.4362869031841234,C ,2550360.0,1271535.0,1278825.0,121793.25,140725.2083333333,4926.736111111111,1270170.0,94.35,0.265480302394949,1,12,2021,1
