TANGGAL,Aktual,Prediksi
2022-01-01,0.3767799316250486,0.4050527239206855
2022-02-01,0.3126422502192907,0.4035778550927942
2022-03-01,0.3822128648355698,0.40423378122384396
2022-04-01,0.3008089233575356,0.4211694913493996
2022-05-01,0.4946913111884947,0.4308660710215222
2022-06-01,0.4826050713129353,0.39829823611240905
2022-07-01,0.5605498015299983,0.4290283894014175
2022-08-01,0.3155450118640008,0.43897265132373336
2022-09-01,0.406413980164255,0.4539958486740626
2022-10-01,0.436142536978051,0.439082383966224
2022-11-01,0.246978208845196,0.3973163212160733
2022-12-01,0.2980062715157547,0.3893861117352023
