TANGGAL,Aktual,Prediksi
2022-01-01,0.3064647488383392,0.16620183610483946
2022-02-01,0.4691011202428813,0.1953814005807363
2022-03-01,0.2673424657421412,0.22747698060133154
2022-04-01,0.4331091649998883,0.26237983999289344
2022-05-01,0.4990798699488987,0.28472470158538815
2022-06-01,0.2965312384455879,0.2471548711769981
2022-07-01,0.1974944640337775,0.2667601749452967
2022-08-01,0.2462982884403563,0.24699439759801475
2022-09-01,0.0227487020192057,0.22136928608706205
2022-10-01,0.2653436397080606,0.1713312411426044
2022-11-01,0.1213802909040674,0.164144002916682
2022-12-01,0.2796174125966347,0.17265236744872767
