TANGGAL,Aktual,Prediksi
2022-01-01,0.436277049947277,0.25293428985067234
2022-02-01,0.3381680385008212,0.2941782574845476
2022-03-01,0.499106285187426,0.3142263492097604
2022-04-01,0.4499523616564184,0.3310210970455616
2022-05-01,0.5153570235893186,0.3299785848893654
2022-06-01,0.5617645187448128,0.3500636297309238
2022-07-01,0.534970227975114,0.33821686577752397
2022-08-01,0.2720139861574167,0.356636809286991
2022-09-01,0.3685478685850611,0.3596649258520899
2022-10-01,0.5230885309592829,0.37384333744220005
2022-11-01,0.2604635095264487,0.30045219756281866
2022-12-01,0.3071095172925729,0.28839681598931816
