TANGGAL,Aktual,Prediksi
2022-01-01,0.2854959614999262,0.24618400993056516
2022-02-01,0.3795251477709349,0.20784660988064313
2022-03-01,0.2560359074006984,0.18011518597711976
2022-04-01,0.2687052060316687,0.1627372591740013
2022-05-01,0.3310601379549304,0.14569111522627295
2022-06-01,0.3015057877946912,0.1468311639062444
2022-07-01,0.2078152512710864,0.13153407066538375
2022-08-01,0.1655611816542384,0.09908239372654047
2022-09-01,0.2759614670793833,0.08458728536505555
2022-10-01,0.19305102108752,0.0820172475569818
2022-11-01,0.2127873032470667,0.08208533509054722
2022-12-01,0.2696668486698304,0.09798941687317476
