TANGGAL,Aktual,Prediksi
2022-01-01,0.1975887085443375,0.16946861446001557
2022-02-01,0.2492151230636514,0.210505700328248
2022-03-01,0.1471749720910496,0.2475985209874261
2022-04-01,0.2287814579721065,0.2789846336105021
2022-05-01,0.2325288178964481,0.30749373719038176
2022-06-01,0.177841335909557,0.3190810587548499
2022-07-01,0.2112907818461986,0.3355002382661093
2022-08-01,0.1360945521610638,0.3057027223379808
2022-09-01,0.1458958806615061,0.28353142426556
2022-10-01,0.048563353068215,0.25122651524547973
2022-11-01,-0.0087720808246187,0.21185022781770288
2022-12-01,0.1177967322732628,0.22372081608227895
