TANGGAL,Aktual,Prediksi
2022-01-01,0.3739399172752876,0.32903995010740134
2022-02-01,0.3218292307828088,0.324367308191184
2022-03-01,0.2364502003088,0.3432578176298318
2022-04-01,0.3567274950832034,0.3608705105671443
2022-05-01,0.2942423261088053,0.3993392596542025
2022-06-01,0.3762812525970734,0.4188669654046927
2022-07-01,0.5650822408242565,0.43199226088772447
2022-08-01,0.4633003510567656,0.4306092932994245
2022-09-01,0.5432954191570106,0.423179757779811
2022-10-01,0.2828510665843219,0.40489607359013996
2022-11-01,0.331461987433606,0.38685142678460815
2022-12-01,0.3071194965432274,0.3721181008223638
