TANGGAL,Aktual,Prediksi
2022-01-01,0.2746587643132691,0.26270398510931187
2022-02-01,0.2047492193334689,0.2618959868991989
2022-03-01,0.3461669778896922,0.2602364655840874
2022-04-01,0.2739281462638789,0.2681976912510828
2022-05-01,0.3536040500294938,0.2703306804956764
2022-06-01,0.4418101461546008,0.2545584462706486
2022-07-01,0.387805841808746,0.27044420129256286
2022-08-01,0.1350304004589711,0.27653308343237215
2022-09-01,0.2397965265870824,0.27413527870110854
2022-10-01,0.3587562102814525,0.24768657282346596
2022-11-01,0.2344744667209969,0.22570938226371093
2022-12-01,0.222658307207884,0.22810006559129037
