TANGGAL,Aktual,Prediksi
2022-01-01,0.3604394837603223,0.3201832006097178
2022-02-01,0.2298703324427072,0.2938526156997026
2022-03-01,0.3185773056324199,0.29702362003876237
2022-04-01,0.3290507995644818,0.2903117461679096
2022-05-01,0.3417535740903619,0.2873382440452083
2022-06-01,0.256108731702552,0.2919311448437102
2022-07-01,0.3091805964555594,0.3002613294204175
2022-08-01,0.3745008330351177,0.30611806783144163
2022-09-01,0.3699840706613992,0.30904023025758925
2022-10-01,0.2453764272645096,0.3092405059055315
2022-11-01,0.3452262155105091,0.28695271030169417
2022-12-01,0.172864058227636,0.2822137539968249
