TANGGAL,Aktual,Prediksi
2022-01-01,0.2527115536712598,0.3774817122728048
2022-02-01,0.4584106744597579,0.4017355099505702
2022-03-01,0.1951085285822146,0.41305795255548217
2022-04-01,0.3572758203917518,0.44167965709261386
2022-05-01,0.3540785945634904,0.4826822374758709
2022-06-01,0.4304232568651607,0.5055095812886522
2022-07-01,0.5382576462155767,0.5151804743785019
2022-08-01,0.3479806761535162,0.5098004059585681
2022-09-01,0.3833088634319098,0.5091096857952119
2022-10-01,0.2942665060173573,0.510559121727562
2022-11-01,0.0489738221667762,0.49775422394266083
2022-12-01,0.4223182583037745,0.5058890370286672
