TANGGAL,Aktual,Prediksi
2022-01-01,0.314453069085893,0.28752157106344733
2022-02-01,0.4355117070847404,0.30099218840631603
2022-03-01,0.2499240903619302,0.30992201330832553
2022-04-01,0.3839846587652025,0.319275796739901
2022-05-01,0.3721058493084041,0.3241202260111089
2022-06-01,0.5094003842491721,0.3232833317261194
2022-07-01,0.5107178277304122,0.3208448997110366
2022-08-01,0.4940259924398885,0.31362033856610766
2022-09-01,0.5297777682204523,0.2984220428517753
2022-10-01,0.276460425124839,0.28519162295247175
2022-11-01,0.3581918066360404,0.2768453284588221
2022-12-01,0.3617226477580992,0.28213774553816
