TANGGAL,Aktual,Prediksi
2022-01-01,0.4801782000467193,0.3777766345577079
2022-02-01,0.1471765853858548,0.38083940616352036
2022-03-01,0.3982456156366404,0.3793467757491595
2022-04-01,0.3586373188718291,0.40480006627169934
2022-05-01,0.3725986313143361,0.4176342657617915
2022-06-01,0.5096735718808153,0.4296153374928398
2022-07-01,0.5116141423688277,0.4108912266678939
2022-08-01,0.3324237233347723,0.39195566042107055
2022-09-01,0.2938987085775911,0.3823851495039711
2022-10-01,0.4659688222521019,0.38424124590733455
2022-11-01,0.338930734454816,0.40506381545407055
2022-12-01,0.2763746817721527,0.4193070240488773
