TANGGAL,Aktual,Prediksi
2022-01-01,0.2766188361757096,0.28855253864844704
2022-02-01,0.173338053960314,0.2821894107806481
2022-03-01,0.2265677330390426,0.2745526807199195
2022-04-01,0.3168829165588714,0.2880287277900157
2022-05-01,0.3331739631596084,0.3125902233722843
2022-06-01,0.3423066348271866,0.3305061419778958
2022-07-01,0.3331096783470124,0.3259223491086266
2022-08-01,0.2304223127952847,0.2957057072821675
2022-09-01,0.2501661880828519,0.26497422138853216
2022-10-01,0.2762685903500956,0.2460121546633319
2022-11-01,0.1794288885417645,0.2641359179040508
2022-12-01,0.2347166204669605,0.2917725894758539
