TANGGAL,Aktual,Prediksi
2022-01-01,0.2702069988351459,0.24003510023074745
2022-02-01,0.1302396643655006,0.24588864418122944
2022-03-01,0.256348715152614,0.25233742307765733
2022-04-01,0.2199174210338586,0.26607194719893545
2022-05-01,0.2139709331499761,0.27633960156007326
2022-06-01,0.2766131558186874,0.28581597872077386
2022-07-01,0.2644545072886105,0.2986652505060132
2022-08-01,0.2618759773204186,0.3009790436683391
2022-09-01,0.2386329529516407,0.29876600589048163
2022-10-01,0.3071203364526311,0.28056696707710227
2022-11-01,0.0890915923751469,0.28116510024707364
2022-12-01,0.1453673848061727,0.2877283634240415
