TANGGAL,Aktual,Prediksi
2022-01-01,0.5350335714884313,0.4179474798666003
2022-02-01,0.2474143366912839,0.405670891653109
2022-03-01,0.3586207418031433,0.39669338515757424
2022-04-01,0.4626219454216519,0.3938174960738208
2022-05-01,0.4605348409394019,0.3911038608468407
2022-06-01,0.5004592069114875,0.3804002986633351
2022-07-01,0.5186170801254455,0.3878531011247045
2022-08-01,0.4103974874439562,0.37782818785724
2022-09-01,0.3742852478402996,0.37331096164878835
2022-10-01,0.4791581859624062,0.36281710492167835
2022-11-01,0.2852968234713345,0.37645703371786776
2022-12-01,0.340421045722608,0.3894108101825161
